TITLE,Topic
"""Stellantis sets up task force to monitor sanctions, staff in Ukraine crisis – CEO""",War
"""War: Ukraine to receive anti-tank weapons from Canada amid Russia’s invasion""",War
"""Palm oil becomes costliest vegetable oil as Ukraine war halts sunflower oil supply""",War
"""Warner, Disney and Sony pull major films from Russia over Ukraine invasion""",War
"""Fallout from Russia's invasion of Ukraine has the potential to impact SA's economy""",War
"""Ukraine's largest children's hospital has set up makeshift beds in a basement bunker to protect its patients from shelling: photos""",War
"""Ukraine war spills beyond Earth: Europe suspends space operations with Russia, Mars mission hit""",War
"""Who are the Wagner Group? The feared mercenaries supporting Russian soldiers in Ukraine""",War
"""Media misjudgments on Ukraine give way to reality of war and resistance""",War
"""Terrifying meaning behind marks on roofs in Ukraine""",War
"""PM Modi calls in Air Force for evacuation in Ukraine""",War
"""Only Cabinet can decide on evacuation op for South Africans in Ukraine - Dirco""",War
"""SA's ambassador in Ukraine vows to stay in Kyiv and help South Africans flee""",War
"""Prospects for diplomatic resolution to Ukraine crisis slim -UK’s Raab""",War
"""Ukraine tennis star ‘woken up by bombs’""",War
"""Ukraine tennis star ‘woken up by bombs’""",War
"""Crypto exchanges refuse to freeze all Russian accounts as Ukraine requested""",War
"""Iran supreme leader says Ukraine is victim of crises caused by US""",War
"""Ukraine and Russia High on the Agenda at Copenhagen International Doc Fest""",War
"""Ukraine invasion: Asean should have called out Russia’s attack but it chose to stay mute""",War
"""Ukraine international Yaroslav Rakitsky may have played his last Zenit St Petersburg game, says boss""",War
"""Iran supreme leader says Ukraine is victim of crises caused by US""",War
"""‘Prove that you are with us’: Zelenskiy urges EU to prove it sides with Ukraine in conflict with Russia""",War
"""AT&T, Vodafone, Other Telcos Allow Free Calls to Ukraine""",War
"""Russia-Ukraine war prompts Green Day to cancel upcoming show in Moscow""",War
"""Shell to exit Russia after Ukraine invasion, joining BP - Reuters""",War
"""Family shares harrowing story of fleeing Ukraine to find safety in L.A.""",War
"""“Mama, this is so hard” – Final text of Russian soldier in Ukraine""",War
"""Palm oil becomes costliest vegoil as Ukraine war halts sunoil supply""",War
"""Palm oil becomes costliest vegoil as Ukraine war halts sunoil supply""",War
"""World Taekwondo revokes Putin's honorary black belt over Ukraine""",War
"""Russia-Ukraine war live: Boris Johnson flies out to meet Nato troops and Russia to be investigated for war crimes""",War
"""Russia-Ukraine war live: Boris Johnson flies out to meet Nato troops and Russia to be investigated for war crimes""",War
"""Rakhi Sawant's ex-husband Ritesh warns Ukraine he will not help them. 'Pagal hai kya' say fans""",War
"""Disney halts film releases in Russia over Ukraine invasion""",War
"""Cabinet focus may be on Ukraine, but Covid-19 still looms large""",War
"""Putin Lays Out conditions For Ending Ukraine Invasion""",War
"""HINDI TOTOO: Sinabi ni Robredo na dapat mangyari sa Pilipinas ang nangyari sa Ukraine""",War
"""Russia-Ukraine crisis LIVE: Russian forces have made “little progress” in their advance on Kyiv over the past 24 hours""",War
"""Louis Tomlinson cancels shows in Russia and Ukraine amid ‘needless war’""",War
"""Russian Economy: Companies Are Pulling Out of Russia After Ukraine War - Bloomberg""",War
"""Invasion of Ukraine turning into 'perilous misadventure' for Putin, Raab says""",War
"""UK says those behind war crimes in Ukraine will be held to account""",War
"""Russia accused of using devastating vacuum bombs during Ukraine invasion""",War
"""Ukraine, rights groups say Russia used cluster &amp; vacuum bombs""",War
"""Commodities Could Face Inflationary Pressure Due To Ukraine Crisis: ICRA""",War
"""Solar Energy Market Size in Ukraine to Grow by 932.10 megawatts| The increasing developments in the implementation of renewable energy to boost market growth| Technavio""",War
"""Russian billionaires' losses, now totaling $84 billion this year, have more than doubled since Russia invaded Ukraine less than a week ago""",War
"""Here's how many millions in cryptocurrency has been donated to Ukraine""",War
"""Airspace closures after Ukraine invasion stretch global supply chains""",War
"""Will Bayraktar drones help Ukraine fight Russia as they aided Azerbaijan against Armenia?""",War
"""Ukraine says it will receive jets from 3 NATO countries""",War
"""Airlines scramble as Ukraine invasion redraws route map""",War
"""I feared for my life: Indian students in east Ukraine facing grim situation, says rescued student""",War
"""Russia-Ukraine war: Elina Svitolina refuses to play match against Russian Anastasia Potapova""",War
"""PM Modi briefs President Kovind on Ukraine crisis""",War
"""Live updates: UN says about 660,000 have fled Ukraine so far""",War
"""Live updates: Britain rejects calls for Ukraine no-fly zone""",War
"""Ukraine, rights groups say Russia used cluster & vacuum bombs""",War
"""Ukraine: Boris Johnson calls for pressure on Russia ahead of Europe trip""",War
"""Russian President, Putin gives conditions to end war with Ukraine""",War
"""Procession of tanks spurred Australia to ramp up weapons pledge for Ukraine""",War
"""Procession of tanks spurred Australia to ramp up weapons pledge for Ukraine""",War
"""Ukraine-Russia LIVE: 'War crimes' Ukraine fury as Putin shells schools -more innocent dead""",War
"""Russia-Ukraine war: Indian Embassy asks nationals to leave Ukraine’s Kyiv urgently""",War
"""Sara Duterte: It doesn’t matter where I stand on Ukraine now""",War
"""Q2 exports seen flat as orders slow amid Ukraine crisis""",War
"""Ukraine war: How weather could impact air operations and assist Ukrainians against Russia""",War
"""Several Major Studios Pause Releases in Russia Due to Invasion of Ukraine""",War
"""Russia-Ukraine war: Spartak Moscow slam UEFA for kicking them out of Europa League""",War
"""News headlines: Russia accused of war crimes as civilians killed and cluster bombs used in ‘indiscriminate attacks’ as shelling of Ukraine steps up""",War
"""Russia-Ukraine crisis Live: Indians asked to leave Kyiv urgently through ‘any means available’ - The Indian Express""",War
"""Starlink Internet Gear Lands in Ukraine Amid Russia Attack""",War
"""Ukraine gets Starlink internet terminals, friendly warning about safety""",War
"""Ukraine: Kharkiv attack was a war crime, says President Zelensky""",War
"""Russia faces fund exodus as ICE removes sanctioned debt from indices, MSCI reviews investability amid Ukraine fallout""",War
"""11 Reasons Why Indian Students Choose Ukraine For Medical Studies Over India""",War
"""Dancing With The Stars’ Maksim Chmerkovskiy ‘traumatised’ after finally fleeing Ukraine following arrest""",War
"""Ukraine invasion: Why sunflower emojis are trending online""",War
"""Ukraine accuses Russia of targeting civilians as 65km long Russian military convoy nears Kyiv""",War
"""US focus on Ukraine stokes doubts about Biden’s commitment to Taiwan""",War
"""What is Vacuum bomb that Ukraine claims Russia is using""",War
"""Congress demands all-party parliamentary meet on Ukraine crisis""",War
"""Ukraine invasion: US calls for Russian athletes to be thrown out of Winter Paralympics in Beijing""",War
"""India ramps up Ukraine evacuation, PM Modi asks IAF to join Operation Ganga""",War
"""Around 350,000 refugees have entered Poland from Ukraine, says deputy minister""",War
"""Russia invasion convoy masses near Ukraine capital, shells hit residential area of second city""",War
"""Russia-Ukraine war: Russian billionaires send stern message to Vladimir Putin""",War
"""Disney, Sony and Warner Bros pull ALL upcoming films in Russia amid Ukraine invasion""",War
"""Russia accused of war crimes as civilians killed and cluster bombs used in ‘indiscriminate attacks’ as shelling of Ukraine steps up""",War
"""Russia accused of war crimes as cluster bombs used in ‘indiscriminate attacks’ on civilians as 60km convoy prepares for attack on Ukraine capital Kyiv""",War
"""Biden's State of the Union will add Ukraine response to domestic issues""",War
"""OSCE monitors to leave Ukraine’s Donetsk on Tuesday – source""",War
"""Israel’s envoy to Ukraine describes a tense humanitarian crisis at border""",War
"""PM Modi Asks Indian Air Force To Join Ukraine Evacuation Efforts: Sources - NDTV""",War
"""Former Indiana Hoosier basketball player Maurice Creek out of Ukraine after being stranded""",War
"""Around 350,000 refugees have entered Poland from Ukraine, says deputy minister""",War
"""PM Narendra Modi chairs high level meeting on Ukraine""",War
"""Russian Artillery Kills 70 Ukraine Soldiers""",War
"""Indian Embassy in Ukraine tells stranded nationals to leave Kyiv urgently as conflict escalates""",War
"""Asian shares climb amid Russia-Ukraine talks, oil worries""",War
"""Word from The Hill: Assistance for Ukraine and Peter Dutton's fundraising""",War
"""The Batman among blockbuster movies pulled from release in Russia with Hollywood standing against Ukraine invasion""",War
"""India scales up rescue ops, PM Modi calls in Air Force for evacuation in Ukraine""",War
"""Here's why the sunflower emoji is trending and what it means to Ukraine""",War
"""Angry Parents Besiege Russian Embassy, Seek Evacuation Of Children From Ukraine""",War
"""Ukraine seeks fast-track membership of the EU""",War
"""Asian shares firmer as Ukraine market panic takes a breather""",War
"""Polish PM to discuss EU membership for Ukraine with European Commission’s von der Leyen""",War
"""Ukraine Pushes to Unplug Russia From the Internet""",War
"""GLOBAL MARKETS-Asian shares firmer as Ukraine market panic takes a breather""",War
"""Russia’s Chechen leader reports first casualties in Ukraine""",War
"""TikTok war: How Russia’s invasion of Ukraine played to social media’s youngest audience""",War
"""Russia invasion: Ukraine contacts Chelsea owner, Roman Abramovich""",War
"""Crucial period ahead for Kyiv as massive Russian column closes in on Ukraine's capital""",War
"""Even as Russia-Ukraine crisis loomed, Biden attended Zoom shiva for childhood crush""",War
"""Some Meghalaya students have left Ukraine: CM Conrad K Sangma""",War
"""Russia: China evacuates citizens from Ukraine —Reports""",War
"""Soccer-Shakhtar say their Brazilian players have left Ukraine""",War
"""No fixed formula, just run: Indian students recall struggle to flee war-hit Ukraine""",War
"""International Olympic Committee places politics above athletes' rights to compete as it reacts to Russia-Ukraine war - ABC News""",War
"""EOS Data Analytics issues urgent plea for imagery of Ukraine""",War
"""Erdogan discusses Russia&#039;s invasion of Ukraine with Lukashenko""",War
"""Fears of medical shortages and disease in Ukraine after Russian invasion""",War
"""Russia-Ukraine war: Netflix refuses to air Russia state-run channels despite regulations""",War
"""US should have done the work 'months ago' to prevent Russia-Ukraine war: Pompeo""",War
"""Fears of medical shortages and disease in Ukraine after Russian invasion""",War
"""Shattered windows, damaged trees: Walking down a street in Ukraine's Kharkiv during war | Video""",War
"""Studios Pause Release of ‘The Batman,’ Disney Films in Russia Over Ukraine Invasion""",War
"""Chopper’s Politics: Why Putin’s invasion of Ukraine could prove disastrous for Russia""",War
"""Air India Express flight with 182 Indians evacuated from Ukraine lands in Mumbai""",War
"""Ukraine issues urgent call for medical supplies as hospital stocks run dangerously low""",War
"""Putin accused of unleashing terrifying weapon on Ukraine's civilians""",War
"""World Cup ban, refusal to play Russians: Sport reacts to invasion of Ukraine""",War
"""What to know about Volodymyr Zelensky, Ukraine’s TV president turned wartime leader""",War
"""FIA calls extraordinary meeting following invasion of Ukraine""",War
"""War: Ukraine’s Snake Island soldiers were not killed by Russian forces""",War
